日期,订单号,店铺,商品,商品详情,列1,价格,列2,列3,列4,列5,交易状态3,交易状态2,交易状态1,交易状态4,交易状态5,列11,列12,列13,列14,列15,列16,列17,列18,列19,列20,列21,列22,列23,列24,列25,列26,列27,列28,列29,列30,列31,列32,列33,列34,列35,列36,列37,列38,列39,列40,列41,列42,列43,列44,列45,列46,列47,列48,列49,列50,列51,列52,列53,列54
2021/5/2,订单号: 1764692679148658774,lazybugstudio旗舰店,【55盛典价】苹果7plus钢化膜iphone8plus全屏覆盖i7全包边8p抗蓝光护眼防摔7p八7splus了手机 [交易快照],适用手机型号：iPhone8plus颜色分类：新款【宝石级★全屏高清】白色2片*收藏送13礼,￥41.00,￥18.80,1,申请售后,运费险已出单,￥18.58,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/5/1,订单号: 1762856892806658774,广意三吉专卖店,【55盛典价】日式餐具套装碗家用泡面碗带盖宿舍用学生不锈钢碗304不锈钢面碗 [交易快照],颜色分类：304简约泡面碗 深沉绿【大容量 送304勺筷袋】,￥50.00,￥24.90,1,申请售后,运费险已出单,￥17.41,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/5/1,订单号: 1763942221038658774,羽克旗舰店,【55盛典价】泳裤男防尴尬男士分体防晒平角游泳衣温泉泳装专业速干潜水套装备 [交易快照],颜色分类：蓝色上衣+蓝色泳裤尺码：2XL码（建议体重125-145斤）,￥99.90,￥56.90,1,申请售后,￥51.21,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/5/1,订单号: 1761732181079658774,zjzue珍行足衣锦港专卖店,【55盛典价】纯棉袜子男短袜春夏季薄款纯棉防臭吸汗透气低帮浅口隐形船袜 [交易快照],颜色分类：买家自选7双（无备注留言随机发）尺码：38-45码可穿，100%纯棉品质，送运费险,￥99.00,￥49.80,1,申请售后,运费险已出单,￥44.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/30,订单号: 1759941757240658774,卡波昂旗舰店,【续航6小时 洛达悦虎1562m】虎头标无线蓝牙耳机华强北原装正品二代iPhone适用于苹果2021年新款2终极版超 [交易快照],套餐类型：官方标配颜色分类：【悦虎终结版】6h续航◆可拆机&middot：软件检测◆ 送无线充 紫,￥599.00,￥198.00,1,查看退款,投诉商家,退运保险,￥167.98,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/29,订单号: 1759470123133658774,中国移动官方旗舰店,四川 移动 手机充值 10元 快充直充 24小时自动充 快速到账,￥10.00,1,申请售后,￥10.00,(自动充值),充值成功,订单详情,双方已评,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/29,订单号: 1759468539408658774,中国电信官方旗舰店,中国电信官方旗舰店 四川手机充值10元电信话费直充快充 电信充值,￥10.00,1,申请售后,￥10.00,(自动充值),充值成功,订单详情,双方已评,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/29,订单号: 1759095794316658774,中国移动官方旗舰店,四川 移动 手机充值 30元 快充直充 24小时自动充 快速到账,￥30.00,1,申请售后,￥30.00,(自动充值),充值成功,订单详情,花呗账单,双方已评,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/29,订单号: 1759467891375658774,中国电信官方旗舰店,中国电信官方旗舰店 四川手机充值30元电信话费直充快充电信充值,￥30.00,1,投诉卖家,￥30.00,(自动充值),交易关闭,订单详情,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/28,订单号: 1755736311141658774,诺优办公用品专营店,英雄签字笔商务高档宝珠笔6177A可刻字私人订制男士金属重手感高端女士高级签单中性笔礼盒装0.5黑色送礼物印 [交易快照],颜色分类：自用推荐 浅灰\赠3支宝珠笔芯+亚克力盒+笔套,￥39.00,￥27.00,1,查看退款,投诉商家,￥27.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/27,订单号: 1752129936497658774,爱淘优品鞋类专营店,回力透气男鞋2021年新款低帮帆布鞋夏季百搭男士潮流板鞋休闲鞋子 [交易快照],颜色分类：958米灰红色尺码：43[男生正码，女生需拍小一码],￥125.00,￥89.00,1,查看退款,投诉商家,退运保险,￥89.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/26,订单号: 1751105520516658774,创兴数码专营店,华强北无线蓝牙耳机洛达1562m双耳入耳式二代降噪适用于苹果xr12iPhone11华为vivo小米airplus8 [交易快照],套餐类型：官方标配颜色分类：2021新品 【顶配版】+送可爱鸭保护壳,￥668.00,￥158.00,1,查看退款,投诉商家,运费险已赔付,垫付（128.00元）,￥128.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/26,订单号: 1751092058092658774,还不晚 家居日用百货超市,垃圾袋家用手提式加厚黑色大中小号背心款拉圾袋一次性塑料袋 [交易快照],厚薄：常规颜色分类：31*51CM100只装,￥9.90,￥8.90,1,申请售后,投诉卖家,￥8.90,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/25,订单号: 1748322794978658774,hoyoyee好又意旗舰店,桌面旧家具翻新贴纸防水白色木纹防木橱柜衣柜门波音软片自粘墙纸 [交易快照],颜色分类：加厚纯白木纹 30cm宽*5米长 送工具尺寸/加工方式：大,￥8.35,1,申请售后,运费险已出单,￥8.35,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/24,订单号: 1745284251203658774,轩海旗舰店,2021新款游泳衣男款短袖五分泳裤防晒防尴尬速干宽松男士泳衣套装 [交易快照],颜色分类：0520分体黑底花边尺码：L,￥308.00,￥98.00,1,查看退款,投诉商家,运费险已赔付,垫付（98.00元）,￥98.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/24,订单号: 1744933646984658774,lining李宁正文专卖店,李宁泳镜防水防雾高清近视度数男女专业潜水眼镜游泳装备泳帽套装 [交易快照],颜色分类：经典黑泳镜+PU泳帽套装（平光）,￥99.00,￥67.00,1,申请售后,退运保险,￥62.04,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,顺丰快递包邮卡 [交易快照],￥19.00,￥0.00,1,申请售后,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/21,订单号: 1737860762237658774,古拉蒂旗舰店,2021年新款夏季男士纯棉睡衣短袖短裤套装薄款春夏男生家居服夏天 [交易快照],颜色分类：CH8507男尺码：XL,￥158.00,￥89.00,1,查看退款,投诉商家,运费险已赔付,垫付（86.00元）,￥86.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/19,订单号: 1733010948057658774,铭墨一品旗舰店,自动进铅笔转笔刀卷笔刀手摇小学生削铅笔卡通创意削笔器削笔刀儿童铅笔刀素描美术生专用削笔机刨笔机旋笔刀 [交易快照],颜色分类：机器狗蓝色,￥22.80,￥14.80,1,违规举报,￥13.36,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/19,订单号: 1733007492422658774,铭墨一品旗舰店,自动进铅笔转笔刀卷笔刀手摇小学生削铅笔卡通创意削笔器削笔刀儿童铅笔刀素描美术生专用削笔机刨笔机旋笔刀 [交易快照],颜色分类：机器人蓝色,￥22.80,￥16.80,1,违规举报,￥15.30,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/19,订单号: 1734126841225658774,慢作文具专营店,卷笔刀小学生手摇削笔机转笔刀男孩耐用自动进铅钻笔旋笔铅笔刨笔手动可爱儿童小型车笔迷你便携式学习用品 [交易快照],颜色分类：月桂绿恐龙,￥19.80,￥9.80,1,申请售后,￥9.80,(含运费：￥0.00),交易成功,订单详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/19,订单号: 1734425930143658774,天天特卖工厂店,卷笔刀削铅笔器手摇学生用多功能钻刨旋绞小学生小型转笔儿童文具学习用品车修剥自动进铅机小式刀笔耐用文具 [交易快照],颜色分类：太空机器人自动卷笔刀蓝色一个,本品由义乌市跃科日用品厂售卖,￥18.70,￥13.90,1,违规举报,退运保险,￥13.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/15,订单号: 1724156460330658774,创兴数码专营店,华强北无线蓝牙耳机洛达1562m36u双耳入耳式2021新款适用于苹果xr12iPhone11华为7二代airplu [交易快照],套餐类型：官方标配颜色分类：2021新品 【顶配版】+送小黄人保护壳,￥668.00,￥158.00,1,违规举报,退运保险,￥128.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/15,订单号: 1725483458582658774,纯柚旗舰店,情侣睡衣女夏季冰丝薄款两件套短袖仿真丝绸男士家居服ins潮网红 [交易快照],颜色分类：S1425女-S1426男尺码：女L+男XL,￥328.00,￥168.00,1,查看退款,投诉商家,运费险已赔付,垫付（158.00元）,￥158.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/14,订单号: 1721340290472658774,锦城西部特产总店,牦牛干西藏特产手撕风干耗牛肉干500g超干内蒙古正宗零食麻辣小吃 [交易快照],口味：麻辣1斤+香辣1斤,￥106.00,￥59.90,1,投诉卖家,退运保险,￥59.90,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/12,订单号: 1716767172655658774,yangchenxinde,pdf下载 [交易快照],￥1.00,3,申请售后,投诉卖家,￥3.00,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/12,订单号: 1716765228401658774,yangchenxinde,pdf下载 [交易快照],￥1.00,1,投诉卖家,￥1.00,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/12,订单号: 1716173316962658774,天天特卖工厂店,防撞条家用儿童墙角保护宝宝桌角防碰撞墙贴软包防护婴儿桌子包边 [交易快照],长度：2米送双面胶4M颜色分类：条纹蓝色,本品由义乌市善汇日用品有限公司售卖,￥11.80,￥5.90,1,申请售后,运费险已出单,￥5.90,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/10,订单号: 1712896419765658774,百事甜旗舰店,纯棉毛巾两条装家用洗澡巾洗脸男士女加厚全棉吸水柔软不掉毛大号 [交易快照],颜色分类：典雅款-粉+蓝灰,￥52.00,￥26.00,1,申请售后,￥26.00,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/10,订单号: 1712435906401658774,力优数码专营店,高压气罐压缩空气罐单反相机镜头清洗电脑键盘清洁清理喷雾笔记本风扇高压气体除尘罐套装气吹灰尘清洁剂工具 [交易快照],￥38.00,￥19.80,1,申请售后,￥14.80,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/10,订单号: 1711995733006658774,还不晚 家居日用百货超市,垃圾袋家用手提式加厚黑色大中小号背心款拉圾袋一次性塑料袋 [交易快照],厚薄：常规颜色分类：31*51CM100只装,￥9.90,￥8.90,1,投诉卖家,￥8.64,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/7,订单号: 1706253519085658774,中国移动官方旗舰店,四川 移动 手机充值 10元 快充直充 24小时自动充 快速到账,￥10.00,1,申请售后,￥10.00,(自动充值),充值成功,订单详情,花呗账单,双方已评,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/7,订单号: 1704504492862658774,中国电信官方旗舰店,中国电信官方旗舰店 四川手机充值10元电信话费直充快充 电信充值,￥10.00,1,投诉卖家,￥10.00,(自动充值),交易关闭,订单详情,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/1,订单号: 1691127181131658774,通宝家居专营店,脏衣服收纳筐装放家用脏衣篮篓ins风脏衣筐桶折叠玩具衣物洗衣篮 [交易快照],颜色分类：水草-大号【50*40CM】,￥48.80,￥12.80,1,违规举报,￥12.80,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/4/1,订单号: 1691125417326658774,朗克旗舰店,搬家打包袋子超大号透明装棉衣服用的防尘潮加厚平口塑料收纳神器 [交易快照],颜色分类：【80*110】加厚透明6个装,￥9.87,1,申请售后,￥9.87,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/31,订单号: 1688498208817658774,强哥诚信网店扑克牌批發,便宜10副创意正品 姚记扑克牌纸牌朴克牌批钓鱼强哥整箱扑克牌 [交易快照],颜色分类：飞乐558【特价】10副新款,￥7.48,1,投诉卖家,￥7.48,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/30,订单号: 1685416069354658774,汉远数码专营店,【家装节价】电脑键盘清洁泥神器软胶笔记本手机屏幕清洁剂清理清洗粘灰套装 [交易快照],颜色分类：绿色十袋【80克/袋】,￥10.90,1,申请售后,￥10.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/30,订单号: 1686032103839658774,汉远数码专营店,【家装节价】电脑键盘清洁泥神器软胶笔记本手机屏幕清洁剂清理清洗粘灰套装 [交易快照],颜色分类：绿色一袋【80克/袋】,￥1.90,1,违规举报,￥1.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/26,订单号: 1673893477002658774,森马潮牌男装ifashioL,Semir/森马连帽卫衣男休闲套头宽松潮牌外套2021春季港风潮流上衣 [交易快照],颜色：蓝色尺码：L,￥88.00,￥86.00,1,查看退款,投诉卖家,退运保险,￥86.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/26,订单号: 1673887141327658774,圣得西官方旗舰店,圣得西裤子男大码休闲裤2021新款痞帅九分裤运动束脚裤灰色卫裤潮 [交易快照],颜色：灰色（松紧束脚）尺码：L,￥239.00,￥59.00,1,申请售后,￥59.00,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/24,订单号: 1671300435442658774,361度官方旗舰店,【风尚价】361男鞋运动鞋2021春季新款361度软底舒适鞋子轻便透气潮流休闲鞋 [交易快照],颜色分类：羽毛白/小麦褐鞋码：42,￥279.00,￥169.00,1,申请售后,退运保险,￥139.00,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/24,订单号: 1670523627660658774,润柔旗舰店,【风尚价】拖鞋男夏季居家用踩屎感浴室防滑防臭大码厚底外穿男士凉拖鞋夏天 [交易快照],鞋码：42-43【标准码】颜色分类：蓝灰【低着头?】,￥72.00,￥23.80,1,申请售后,￥23.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/22,订单号: 1664231328512658774,润柔旗舰店,拖鞋男夏季居家用踩屎感浴室防滑防臭大码厚底外穿男士凉拖鞋夏天 [交易快照],鞋码：42-43【标准码】颜色分类：蓝灰【低着头?】,￥72.00,￥23.80,1,违规举报,运费险取消,￥26.69,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/20,订单号: 1657147753778658774,361度官方旗舰店,361男鞋运动鞋2021春季新款361度官方软底轻便鞋子透气潮流休闲鞋 [交易快照],颜色分类：羽毛白/小麦褐鞋码：42,￥279.00,￥139.00,1,违规举报,￥139.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/18,订单号: 1653509163584658774,还不晚 家居日用百货超市,垃圾袋家用手提式加厚黑色大中小号背心款拉圾袋一次性塑料袋 [交易快照],厚薄：常规颜色分类：26*42CM100只装,￥7.90,￥6.90,1,申请售后,投诉卖家,￥6.70,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/17,订单号: 1652495691039658774,罗技G网娱外设专家,罗技G402有线鼠标游戏编程宏压枪电竞LOL吃鸡机械G502国行原封 [交易快照],颜色分类：官方标配套餐类型：官方标配,￥219.00,￥199.00,1,查看退款,投诉卖家,运费险已赔付,垫付（199.00元）,￥199.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/11,订单号: 1634649120790658774,昌宾旗舰店,液态硅胶手机壳 来图定制任意机型自己照片磨砂私人自定义防摔diy [交易快照],颜色分类：暗墨绿【来图定制】型号跟客服确认,￥30.00,￥11.99,1,申请售后,￥11.76,(含运费：￥0.00),交易成功,订单详情,双方已评,查看定制详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/11,订单号: 1635650137937658774,昌宾旗舰店,液态硅胶手机壳 来图定制任意机型自己照片磨砂私人自定义防摔diy [交易快照],颜色分类：抹茶绿【来图定制】型号跟客服确认,￥30.00,￥11.99,1,申请售后,￥11.76,(含运费：￥0.00),交易成功,订单详情,双方已评,查看定制详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/6,订单号: 1620921348225658774,艳阳天旗舰店,【38活动价】加厚强遮光 床帘学生宿舍简约窗帘上铺下铺女物理ins大学寝室床铺 [交易快照],适用床尺寸：1.2m（4英尺）床颜色分类：雪山熊1片,￥33.80,￥16.90,1,查看退款,投诉商家,退运保险,￥16.90,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/3/6,订单号: 1620633888280658774,乐怡点旗舰店,【38活动价】夏威夷果大颗粒罐装500g奶油干果散装原味健康零食整箱5斤坚果 [交易快照],食品口味：【新货尝鲜】奶油味250g,￥188.00,￥19.80,1,申请售后,运费险已出单,￥16.80,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
